,G major,G minor,C major,E minor,E major,A minor,B major,A# major,A# minor,D minor,D major,B minor,F major,F minor,F# major,G# minor,A major,F# minor,C# minor,C# major,C minor,D# minor,D# major,G# major
metal.00055.wav,,,,,,7.42,,,,,,8.3,,,,,,,,,7.84,,,
metal.00056.wav,,,,,7.17,7.68,,,,,,7.68,,,,,,,,,,,,
metal.00057.wav,,,,,7.47,,10.09,,,,,11.09,,,,,,,,,,,,
metal.00058.wav,8.71,,,,,7.76,,,,,8.01,,,,,,,,,,,,,
metal.00059.wav,,6.96,,,,,,11.64,8.52,,,,,,,,,,,,,,,
metal.00060.wav,,,,9.6,9.24,,,,,,,,,,,,7.1,,,,,,,
metal.00061.wav,,,,,,12.29,,,,,,,7.14,,,,8.5,,,,,,,
metal.00062.wav,,,,,,8.86,,,,8.13,,,,,,,8.27,,,,,,,
metal.00063.wav,,,,,11.14,11.35,,,,,,,,,,,11.16,,,,,,,
metal.00064.wav,,,,,,,,,,,,,,,10.93,,,13.3,,9.55,,,,
metal.00065.wav,,,9.62,9.52,,9.9,,,,,,,,,,,,,,,,,,
metal.00066.wav,7.23,,,,,9.1,,,,,8.71,,,,,,,,,,,,,
metal.00067.wav,,,8.74,,,8.86,,,,,,,11.74,,,,,,,,,,,
metal.00068.wav,,,,,,11.48,,,,,,,7.17,,,,9.13,,,,,,,
metal.00069.wav,,,,11.88,10.49,,,,,9.26,,,,,,,,,,,,,,
metal.00070.wav,,,,,,,,,,,6.53,,,,,,7.28,7.49,,,,,,
metal.00071.wav,,,,,,,,,,,,,,,,,8.13,6.62,10.27,,,,,
metal.00072.wav,,,,,,,,,,,,,,,,,,,,,,8.09,8.79,9.85
metal.00073.wav,,,,,,,,8.98,,,,,,,,,,,,,,11.36,9.9,
metal.00074.wav,,,,,,,,,,,,,,,,,,,11.14,11.3,,,,7.35
metal.00075.wav,,,,,7.6,,,,,,,,,,,12.68,,,,,,,,8.64
metal.00076.wav,,,,10.52,10.58,7.4,,,,,,,,,,,,,,,,,,
metal.00077.wav,,,,,,7.94,,,,,8.4,10.55,,,,,,,,,,,,
metal.00078.wav,,,,,,,,,,,,,,,,9.43,,,,,,10.79,10.2,
metal.00079.wav,,,,7.1,9.65,,7.77,,,,,,,,,,,,,,,,,
metal.00080.wav,,,,11.46,,,,,,,,9.01,,,,,,9.89,,,,,,
metal.00081.wav,,,,,,,,,,,,6.67,,,10.52,,,11.34,,,,,,
metal.00082.wav,,,,,,,,,,,,,,,,8.31,,,,,,7.75,,7.56
metal.00083.wav,,,9.72,,,,,,,,,,10.25,11.44,,,,,,,,,,
metal.00084.wav,,,,,,,,,,9.63,,,,,,,,,,,6.94,,7.42,
metal.00085.wav,,,,8.36,8.12,,8.69,,,,,,,,,,,,,,,,,
metal.00086.wav,,,,,,,,8.89,8.16,,,,,,,,,,,,9.14,,,
metal.00087.wav,,,,,,,,,,11.56,8.4,,,,,,9.29,,,,,,,
metal.00088.wav,,,,,8.47,10.91,,,,,,,,,,,9.97,,,,,,,
metal.00089.wav,,,,,,,,,,,,,,,,8.25,,,,,,9.86,8.36,
metal.00090.wav,,,,,8.82,,8.29,8.63,,,,,,,,,,,,,,,,
metal.00091.wav,,,7.68,,,,,,,9.79,,,7.68,,,,,,,,,,,
metal.00092.wav,,,,,,,,,,11.55,10.26,,,,,,7.88,,,,,,,
metal.00093.wav,10.03,,10.7,15.11,,,,,,,,,,,,,,,,,,,,
metal.00094.wav,8.96,,8.35,9.84,,,,,,,,,,,,,,,,,,,,
metal.00095.wav,,,,,,,,,,,,,,,9.62,,,9.51,,8.36,,,,
metal.00096.wav,,,,,,,,8.73,,12.45,9.79,,,,,,,,,,,,,
metal.00097.wav,,,,,,9.57,,,,8.0,,,7.95,,,,,,,,,,,
metal.00098.wav,6.9,,,9.3,,,,,,,,,,,,,,9.23,,,,,,
metal.00099.wav,,,,,,,,,,10.16,9.52,,,,,,,,,,8.89,,,
pop.00000.wav,10.27,8.8,9.0,,,,,,,,,,,,,,,,,,,,,
pop.00001.wav,,,9.14,,,,,,,,,,,12.4,,,,,,8.24,,,,
pop.00002.wav,,9.09,,,,,,8.54,10.74,,,,,,,,,,,,,,,
pop.00003.wav,9.91,9.75,,,,,,,,,,,,,,,,,,,7.35,,,
pop.00004.wav,7.86,,,,,8.86,,,,,7.36,,,,,,,,,,,,,
pop.00005.wav,,,,,,,9.23,,,,,8.7,,,9.4,,,,,,,,,
pop.00006.wav,,,10.6,,,,,,,,,,,6.99,,,,,,,9.3,,,
pop.00007.wav,,,,,,,,,,8.81,10.2,,,,,,8.53,,,,,,,
pop.00008.wav,,,,,,,,,,,,,,,,,,,,7.59,,7.23,,8.73
pop.00009.wav,,,,,,,7.36,,,,,8.87,,,7.19,,,,,,,,,
pop.00010.wav,,,,,,,,,,,8.6,,,,,,9.48,9.38,,,,,,
pop.00011.wav,,7.96,,,,,,,,7.19,,,8.75,,,,,,,,,,,
pop.00012.wav,,,,,,,,8.13,,7.07,,,7.33,,,,,,,,,,,
pop.00013.wav,,,,,,,,7.39,7.73,,,,8.52,,,,,,,,,,,
pop.00014.wav,,,,,,,,,,,,,,9.78,,8.69,,,,,,,,10.02
pop.00015.wav,,,7.49,,,,,,,,,,,,,,,,,,12.1,,,8.39
pop.00016.wav,,,,,,,11.05,,,,,,,,8.82,,,,,,,11.43,,
pop.00017.wav,,,,,,,,,,,,7.52,,,9.62,,,8.13,,,,,,
pop.00018.wav,,,,,,,,,,,,,,,,,,,,7.12,,,9.31,10.18
pop.00019.wav,,,,,,,,,,,,,,,,,,,,,12.77,,10.01,8.57
pop.00020.wav,,,,,,,,,,,,,,,,,,,,,8.37,,8.57,9.57
pop.00021.wav,,,,,,,,,,,,,,8.12,,,,,,,10.67,,,9.1
pop.00022.wav,,,7.24,,,,,,,,,,,,,,,,,,11.98,,,8.87
pop.00023.wav,9.58,,11.97,8.61,,,,,,,,,,,,,,,,,,,,
pop.00024.wav,,,,,7.99,,,,,,,,,,,,7.39,7.37,,,,,,
pop.00025.wav,9.99,7.73,,,,,,,,,8.32,,,,,,,,,,,,,
pop.00026.wav,9.26,,9.65,,,10.08,,,,,,,,,,,,,,,,,,
pop.00027.wav,10.2,,,7.05,,,,,,,,9.89,,,,,,,,,,,,
pop.00028.wav,,,,,,,,9.59,,,,,,,,,,,,,7.32,,10.8,
pop.00029.wav,,,,,,,,,,,,,,,9.7,,,9.04,,9.77,,,,
pop.00030.wav,,,,,,,,,9.22,,,,,,8.94,,,,,10.42,,,,
pop.00031.wav,,,,,,,,,9.26,,,,,,8.95,,,,,10.43,,,,
pop.00032.wav,,,,,8.64,,,,,,,,,,,8.1,,,8.95,,,,,
pop.00033.wav,,,11.45,,,,,,,,,,7.88,7.85,,,,,,,,,,
pop.00034.wav,,,,,,,,9.44,7.39,,,,9.31,,,,,,,,,,,
pop.00035.wav,,,,,8.9,,9.33,,,,,,,,,10.33,,,,,,,,
pop.00036.wav,,,10.07,,,,,,,,,,8.22,11.41,,,,,,,,,,
pop.00037.wav,,,6.65,,,,,,,,,,,,,,,,,,11.3,,,8.42
pop.00038.wav,,,,,8.51,,,,,,,,,,,,10.57,,8.61,,,,,
pop.00039.wav,,,,,11.84,8.07,,,,,,,,,,7.57,,,,,,,,
pop.00040.wav,,,,,,,,10.22,,,,,,,,,,,,,,9.02,10.01,
pop.00041.wav,,8.37,,,,,,11.67,,,,,,,,,,,,,,,8.7,
pop.00042.wav,,,,,8.53,,,,,,,,,,,,10.81,,10.47,,,,,
pop.00043.wav,,,,,,,,,,,,,,,10.18,,,8.56,,8.4,,,,
pop.00044.wav,,,,,,,,,,,,,,,,8.9,,,,,9.35,,,11.46
pop.00045.wav,,,,,,,,,,,,,,13.22,,,,,,10.94,,,,9.19
pop.00046.wav,,,,,,,,,,,,,,13.25,,,,,,10.95,,,,9.16
pop.00047.wav,,,7.54,,,,,,,,,,9.18,10.43,,,,,,,,,,
pop.00048.wav,,,7.22,,,,,7.25,,,,,8.73,,,,,,,,,,,
pop.00049.wav,,,,,,,,,,,,,,,9.24,,,,,7.81,,7.07,,
pop.00050.wav,,,,,,,,,,,,8.17,,,,,8.14,9.22,,,,,,
pop.00051.wav,,,,,,,,,,,,,,12.13,,,,,,9.87,,,,6.87
pop.00052.wav,,,,10.4,,,,,,,,,,,,,,,,,,12.28,10.52,
pop.00053.wav,8.61,,8.24,,,,,,,,,7.86,,,,,,,,,,,,
pop.00054.wav,,,10.28,10.3,,,,,,,,,,,,,,,,,7.47,,,
pop.00055.wav,,,,,,,,,,,,,,9.04,,13.33,,,,,,,,11.26
pop.00056.wav,,,,,,,,,,,,,,,,8.04,,,,7.9,,,,10.52
pop.00057.wav,,,,8.98,,,,,,,,,,,,,,,,,,10.82,8.01,
pop.00058.wav,,,,,,,,,,,,,,,7.63,,,8.76,8.17,,,,,
pop.00059.wav,,,,,,,,,,,,,,,,8.07,,,,7.93,,,,10.55
pop.00060.wav,,,10.28,10.3,,,,,,,,,,,,,,,,,7.47,,,
pop.00061.wav,,,,,,,,,,,,,,,,10.66,,,,,,,8.09,8.98
pop.00062.wav,,,,,,,,,,,,,,,,13.35,,,,,,,8.13,11.33
pop.00063.wav,,,,,,,,,,,,,,9.4,,,,,,,7.88,,,8.4
pop.00064.wav,,,,,,7.66,,,,,,,,,,10.64,,,,,,,7.59,
pop.00065.wav,,,,,,,,8.51,,,,,8.54,10.21,,,,,,,,,,
pop.00066.wav,,,,,,,,,,11.02,7.15,,7.54,,,,,,,,,,,
pop.00067.wav,,,,11.29,11.13,,,,,11.27,,,,,,,,,,,,,,
pop.00068.wav,,,,,,,,,,,10.13,8.47,,,,,,8.13,,,,,,
pop.00069.wav,,,,9.33,12.74,,,,,,,,,,,,8.58,,,,,,,
pop.00070.wav,,7.29,,,,,,,,7.11,,,9.64,,,,,,,,,,,
pop.00071.wav,,,,11.29,11.13,,,,,11.27,,,,,,,,,,,,,,
pop.00072.wav,,,,,8.29,,7.46,,,,,,,,7.39,,,,,,,,,
pop.00073.wav,7.97,8.59,,,,,,,,,12.16,,,,,,,,,,,,,
pop.00074.wav,9.44,,,7.31,,,,,,,,10.03,,,,,,,,,,,,
pop.00075.wav,8.82,,,,,,,,,,11.57,11.96,,,,,,,,,,,,
pop.00076.wav,,,,,,,,,,,,,,,11.22,,,14.89,,,,8.77,,
pop.00077.wav,,10.76,,,,,,,,,10.59,,,,,,,10.05,,,,,,
pop.00078.wav,,,,,,,,,,,,,,,,13.47,,,,,,,8.34,10.53
pop.00079.wav,,,,,,,9.82,,,,,8.96,,,7.88,,,,,,,,,
pop.00080.wav,,,7.41,,,,,,,,,,9.29,10.59,,,,,,,,,,
pop.00081.wav,,,8.61,,,,,,,8.33,,,11.04,,,,,,,,,,,
pop.00082.wav,,,,,7.89,,8.14,,,,,8.51,,,,,,,,,,,,
pop.00083.wav,,,,,,,,,,,,,,,,,,,,,,6.44,8.15,7.07
pop.00084.wav,,,,,,10.84,,,,,10.0,,,,,,9.98,,,,,,,
pop.00085.wav,9.76,11.77,,,,,,,,,,,,,,,,,,,,,7.44,
pop.00086.wav,9.14,10.61,,,,,,,,,9.96,,,,,,,,,,,,,
pop.00087.wav,10.5,10.25,,,,,,,,,9.53,,,,,,,,,,,,,
pop.00088.wav,,7.06,,,,,,,,9.27,11.41,,,,,,,,,,,,,
pop.00089.wav,,8.57,,,,,,,,11.32,11.25,,,,,,,,,,,,,
pop.00090.wav,10.41,10.39,9.54,,,,,,,,,,,,,,,,,,,,,
pop.00091.wav,,,,,,,7.36,,,,,7.8,,,9.93,,,,,,,,,
pop.00092.wav,,9.33,,,,6.43,,,9.92,,,,,,,,,,,,,,,
pop.00093.wav,,,9.06,,,,,,8.01,,,,,,,,,,,,11.49,,,
pop.00094.wav,,,,,,,,,6.32,,,,,,,,,,,,,,7.77,7.25
pop.00095.wav,9.47,,8.4,,,9.86,,,,,,,,,,,,,,,,,,
pop.00096.wav,,,,,,,,8.63,,,,,,,,,,,,,,6.98,7.28,
pop.00097.wav,8.4,10.33,,,,,,,,,,,,,,8.43,,,,,,,,
pop.00098.wav,,,9.75,9.16,,12.49,,,,,,,,,,,,,,,,,,
pop.00099.wav,,,,,10.23,,,,,,,,,,,,6.38,7.25,,,,,,
reggae.00000.wav,,,,,,,,,,,9.06,,,,,,11.21,11.11,,,,,,
reggae.00001.wav,,,,,,,,,6.51,,,,,9.38,,,,,,11.2,,,,
reggae.00002.wav,,,12.38,7.91,,,,,,,,,,,,,,,,,10.5,,,
reggae.00003.wav,,,,,,8.85,,,,7.63,,,,,,,11.65,,,,,,,
reggae.00004.wav,,,,,,,,,,,9.88,,,,,,9.98,11.66,,,,,,
reggae.00005.wav,,,9.67,,,,,,,,,,,9.38,,,,,,,11.38,,,
reggae.00006.wav,,,,,,,,,,,7.38,,,,,,11.19,,8.17,,,,,
reggae.00007.wav,,,,,,,,10.96,7.39,,,,,,,,,,,,,7.62,,
reggae.00008.wav,7.61,10.05,,,,,,,,9.06,,,,,,,,,,,,,,
reggae.00009.wav,,,,,,,,,,,,,,,,,,,8.84,8.71,,,,10.4
reggae.00010.wav,9.89,,,8.07,,,,,,,8.29,,,,,,,,,,,,,
reggae.00011.wav,10.28,,,9.5,,,,,,,8.82,,,,,,,,,,,,,
reggae.00012.wav,,,,,9.16,12.95,,,,,,,,,,,9.98,,,,,,,
reggae.00013.wav,,,,11.66,,,9.46,,,,,8.61,,,,,,,,,,,,
reggae.00014.wav,,,,,,11.43,,,,,9.89,,,,,,9.98,,,,,,,
reggae.00015.wav,,7.55,,,,,,12.32,,7.64,,,,,,,,,,,,,,
reggae.00016.wav,9.2,,,,,,,,,,7.89,11.28,,,,,,,,,,,,
reggae.00017.wav,,,,,,,,,,,7.43,9.4,,,,,,10.24,,,,,,
reggae.00018.wav,,,,,,10.92,,,,8.68,,,,,,,10.06,,,,,,,
reggae.00019.wav,,,,,,,,,11.24,,,,,,10.13,9.02,,,,,,,,
reggae.00020.wav,9.88,,,8.26,,,,,,,,8.46,,,,,,,,,,,,
reggae.00021.wav,10.26,8.16,8.26,,,,,,,,,,,,,,,,,,,,,
reggae.00022.wav,,,,,,,,,,,7.27,,,,,,10.97,7.42,,,,,,
reggae.00023.wav,,,,,,,,,,,,,,,,7.78,,,,,,8.69,10.67,
reggae.00024.wav,,,,,,,,9.58,8.98,,,,8.07,,,,,,,,,,,
reggae.00025.wav,9.82,,9.88,7.8,,,,,,,,,,,,,,,,,,,,
reggae.00026.wav,,,,10.31,,,8.31,,,,,9.1,,,,,,,,,,,,
reggae.00027.wav,,,11.43,9.57,,,,,,,,,8.94,,,,,,,,,,,
reggae.00028.wav,,,,,,8.93,,,,,,,,,,,10.85,,8.3,,,,,
reggae.00029.wav,,,12.73,,,,,,,,,,9.1,7.16,,,,,,,,,,
reggae.00030.wav,,,,,,,,,,11.47,10.11,,,,,,10.97,,,,,,,
reggae.00031.wav,,,,,,,,,,,,,,8.92,,,,,,,7.55,,,9.09
reggae.00032.wav,,,,,,,,11.53,,,,,,,,,,,,,,10.64,9.92,
reggae.00033.wav,,,,,,,,9.37,,,,,,,,,,,,,9.01,,11.7,
reggae.00034.wav,,,,,,,,,,,,,,,,,,,12.86,10.19,,,,9.98
reggae.00035.wav,,,,,,,,,,,,,,,,,,,,,9.8,10.14,10.66,
reggae.00036.wav,11.53,9.53,7.38,,,,,,,,,,,,,,,,,,,,,
reggae.00037.wav,,,,,,7.19,,8.24,,7.9,,,,,,,,,,,,,,
reggae.00038.wav,,,9.54,,,9.34,,,,,,,,10.04,,,,,,,,,,
reggae.00039.wav,,,,,,,,,,,,7.53,,,11.16,,,9.78,,,,,,
reggae.00040.wav,9.05,,,,,,,,,,8.15,8.75,,,,,,,,,,,,
reggae.00041.wav,,,,,,,,12.18,11.22,,,,,,,,,,,,,6.7,,
reggae.00042.wav,7.34,,,,,8.11,,,,,7.08,,,,,,,,,,,,,
reggae.00043.wav,,,12.21,,,,,,,,,,10.12,9.1,,,,,,,,,,
reggae.00044.wav,,7.75,,,,,,,,,,,,,,,,,,,8.56,,11.49,
reggae.00045.wav,,,,,,,,12.96,,10.46,,,8.99,,,,,,,,,,,
reggae.00046.wav,,,,,,,11.55,,,,,9.74,,,8.08,,,,,,,,,
reggae.00047.wav,7.7,,9.22,,,,,,,,,,,,,,,,,,7.48,,,
reggae.00048.wav,,8.69,,,,,,,,,,,,,,10.89,,,,,,,7.76,
reggae.00049.wav,,,,,,,,,,,,,,,,,,,7.55,,8.71,,,11.99
reggae.00050.wav,,,,,,,12.19,,,,,8.11,,,,,,,,,,7.17,,
reggae.00051.wav,,11.83,,,,,,,,,,,,,,7.13,,,,,,,8.53,
reggae.00052.wav,,,,,,,,,,,,,,,9.88,,,10.39,,8.68,,,,
reggae.00053.wav,,,,,,,,8.25,,12.43,10.43,,,,,,,,,,,,,
reggae.00054.wav,,,,,7.71,8.85,,,,,,,,,,,11.76,,,,,,,
reggae.00055.wav,,,,,9.4,14.57,,,,,,,,,,,9.48,,,,,,,
reggae.00056.wav,,,9.63,,,,,,,,,,,9.09,,,,,,,11.42,,,
reggae.00057.wav,,10.03,,,,,,,,9.36,8.14,,,,,,,,,,,,,
reggae.00058.wav,,,,10.01,,,8.39,,,,,8.93,,,,,,,,,,,,
reggae.00059.wav,,,,,,,,12.36,7.86,7.04,,,,,,,,,,,,,,
reggae.00060.wav,10.3,,8.33,8.57,,,,,,,,,,,,,,,,,,,,
reggae.00061.wav,,,,,,,,,,,,,,,,,,6.76,8.85,12.05,,,,
reggae.00062.wav,,,,,,,,,,,,7.98,,,9.06,,,10.35,,,,,,
reggae.00063.wav,,,,,,,,,,8.02,,,,,,,,,,,7.44,,6.93,
reggae.00064.wav,,,,,9.67,7.93,,,,,,,,,,,9.67,,,,,,,
reggae.00065.wav,,,,,,,,,10.63,,,,8.13,,7.53,,,,,,,,,
reggae.00066.wav,,,,10.83,,,,,,,9.68,,,,,,7.72,,,,,,,
reggae.00067.wav,,9.37,,,,,,,,10.94,,,,,,,,,,,,,7.18,
reggae.00068.wav,9.61,,,,,,,,,8.55,9.07,,,,,,,,,,,,,
reggae.00069.wav,,,,,,,,12.5,10.94,,,,6.82,,,,,,,,,,,
reggae.00070.wav,7.84,11.93,,,,,,6.91,,,,,,,,,,,,,,,,
reggae.00071.wav,8.56,,10.02,,,,,,,,,,,,,,,,,,10.25,,,
reggae.00072.wav,,11.34,,,,,,11.1,,,,,,,,,,,,,,,8.3,
reggae.00073.wav,,,,,,,7.63,,,,,10.55,,,6.96,,,,,,,,,
reggae.00074.wav,,,,,,,7.55,,,,,10.6,,,6.9,,,,,,,,,
reggae.00075.wav,,,8.72,,,7.53,,,,,,,10.23,,,,,,,,,,,
reggae.00076.wav,10.45,10.89,,7.96,,,,,,,,,,,,,,,,,,,,
reggae.00077.wav,7.36,,,,,,,,,,7.14,,,,,,10.12,,,,,,,
reggae.00078.wav,11.17,9.48,,,,,,,,,,,,,,,,,,,8.89,,,
reggae.00079.wav,,,,7.28,8.57,,,,,,,,,,,7.6,,,,,,,,
reggae.00080.wav,,,,,,10.1,,,7.59,,,7.48,,,,,,,,,,,,
reggae.00081.wav,,,,,,11.11,,,11.01,,,9.6,,,,,,,,,,,,
reggae.00082.wav,,,,,,11.11,,,11.01,,,9.6,,,,,,,,,,,,
reggae.00083.wav,,,,,,9.4,,,,8.3,,,11.18,,,,,,,,,,,
reggae.00084.wav,,,,,,,,,,,,,,7.5,,,,,8.81,12.01,,,,
reggae.00085.wav,9.2,,11.17,10.91,,,,,,,,,,,,,,,,,,,,
reggae.00086.wav,,,,,,,,8.57,,9.04,,,13.88,,,,,,,,,,,
reggae.00087.wav,,,,,,11.4,,,,,8.53,,,,,,9.66,,,,,,,
reggae.00088.wav,,,,,,,,,,,,,,9.78,,,,,,12.26,,,,7.53
reggae.00089.wav,,,,,,,,,,,,,,,,,,,,,7.22,,6.9,11.87
reggae.00090.wav,11.63,9.37,,,,,,,,,8.29,,,,,,,,,,,,,
reggae.00091.wav,,,8.58,,,,,,,,,,10.49,7.91,,,,,,,,,,
reggae.00092.wav,,,8.4,,,,,,,,,,10.6,8.38,,,,,,,,,,
reggae.00093.wav,11.43,9.85,,,,,,,,,7.66,,,,,,,,,,,,,
reggae.00094.wav,,,,,9.28,,7.06,,,,,,,,,9.46,,,,,,,,
reggae.00095.wav,,,11.38,,,,,,,,,,,7.43,,,,,,,7.28,,,
reggae.00096.wav,,,9.18,,,,,,,,,,,13.24,,,,,,,8.32,,,
reggae.00097.wav,,,8.4,,,8.89,,,,,,,11.32,,,,,,,,,,,
reggae.00098.wav,8.48,,9.25,,,,,,,,,,,,,,,,,,11.11,,,
reggae.00099.wav,,,,,,,,,,,,,8.85,8.31,,,,,,,,11.37,,
rock.00000.wav,,,,,,,,,,11.11,12.93,,,,,,,8.91,,,,,,
rock.00001.wav,,,,,,,,10.56,8.84,,,,9.34,,,,,,,,,,,
rock.00002.wav,,,,,,,,,,,,,,,,,,,,,10.96,7.15,7.61,
rock.00003.wav,,,,,,,,,,,,,10.38,13.44,,,,9.17,,,,,,
rock.00004.wav,,,10.98,,,11.17,,,,,,,,,,,9.71,,,,,,,
rock.00005.wav,,,,,,8.22,,,,7.67,7.93,,,,,,,,,,,,,
rock.00006.wav,,,,,,,,,,,,,,,,,,,11.29,,,,8.82,8.89
rock.00007.wav,,,,,,,,,9.48,,,,,,8.01,,,,,8.08,,,,
rock.00008.wav,,11.82,,,,,,7.35,10.92,,,,,,,,,,,,,,,
rock.00009.wav,,,9.58,,,,,,,,,,9.05,10.76,,,,,,,,,,
rock.00010.wav,8.02,7.61,,,,,,,,,10.92,,,,,,,,,,,,,
rock.00011.wav,,,,,,,,,,,,,,8.37,,,,,,8.37,,,,11.64
rock.00012.wav,,,,,,,,,,,8.23,,,,,,9.49,8.4,,,,,,
rock.00013.wav,,,,,,,,,,,,,,,,,,,,9.71,8.14,,,7.81
rock.00014.wav,,,,8.32,,,8.43,,,,,8.68,,,,,,,,,,,,
rock.00015.wav,,7.61,,,,,,,,10.36,10.16,,,,,,,,,,,,,
rock.00016.wav,8.71,,,,,7.76,,,,,8.01,,,,,,,,,,,,,
rock.00017.wav,8.87,,,,,,,,,6.56,11.61,,,,,,,,,,,,,
rock.00018.wav,7.21,,10.13,12.47,,,,,,,,,,,,,,,,,,,,
rock.00019.wav,,,,8.46,11.09,,7.61,,,,,,,,,,,,,,,,,
rock.00020.wav,,,,,,,,,,,,,,,,,,,,,,10.45,11.7,6.91
rock.00021.wav,,,,,,,,,,,,,,,,,,6.96,7.65,11.32,,,,
rock.00022.wav,,,,,,,,,,,,,,,,6.68,,,,,,10.21,11.48,
rock.00023.wav,,,,,,,,7.98,,,,,,,,,,,,,,8.04,10.63,
rock.00024.wav,7.97,,,,,,,,,,11.49,7.86,,,,,,,,,,,,
rock.00025.wav,,,,,8.12,13.77,,,,,,,9.56,,,,,,,,,,,
rock.00026.wav,,9.56,,,,,,,,,,,10.62,7.81,,,,,,,,,,
rock.00027.wav,,,,,,,8.28,,,,,,,,7.32,,,6.92,,,,,,
rock.00028.wav,,,,,7.76,,9.46,,,,,9.06,,,,,,,,,,,,
rock.00029.wav,9.51,,,,,,,,,,7.05,9.99,,,,,,,,,,,,
rock.00030.wav,,,,,8.67,,,,,8.5,,,,,,,10.36,,,,,,,
rock.00031.wav,,,,,,,,,,,,,,,,,,,,,8.81,,9.27,8.92
rock.00032.wav,7.86,,7.53,,,6.92,,,,,,,,,,,,,,,,,,
rock.00033.wav,,,,,,,,,,,,,,,,,8.03,,11.33,8.1,,,,
rock.00034.wav,,,11.26,,,,,,,,,,10.11,10.55,,,,,,,,,,
rock.00035.wav,,,,7.8,11.73,8.04,,,,,,,,,,,,,,,,,,
rock.00036.wav,,,7.47,,,,,,,9.46,,,8.13,,,,,,,,,,,
rock.00037.wav,,,11.25,6.95,,,,,,,,,,6.94,,,,,,,,,,
rock.00038.wav,,,,,,,8.0,,,,,,,,10.15,,,7.93,,,,,,
rock.00039.wav,,,,,,8.96,,,,,6.77,,,,,,8.5,,,,,,,
rock.00040.wav,,,,,,7.67,,,,9.12,,,,,,,,,,,7.35,,,
rock.00041.wav,,,10.82,,,10.98,,,,,,,10.22,,,,,,,,,,,
rock.00042.wav,,,,7.82,7.48,10.45,,,,,,,,,,,,,,,,,,
rock.00043.wav,,,,,,8.83,,,,6.8,,,,,,,7.64,,,,,,,
rock.00044.wav,,,10.58,,,,,,,,,,9.21,9.21,,,,,,,,,,
rock.00045.wav,,,,,6.75,10.33,,,,,,,,,,,9.77,,,,,,,
rock.00046.wav,,,,,,8.92,,,,,7.7,,,,,,9.32,,,,,,,
rock.00047.wav,8.65,15.29,,,,,,,,,,,,,,,,,,,,,9.09,
rock.00048.wav,,,,,7.92,11.4,,,,,,,,,,,12.01,,,,,,,
rock.00049.wav,,,,,,,,,,,,7.79,,,7.95,,,10.68,,,,,,
rock.00050.wav,,,,,,,,,,,,,,,,,,7.4,9.37,12.73,,,,
rock.00051.wav,,,,,,,,,,,,,,8.49,,,,,,9.76,,,,8.65
rock.00052.wav,,,,,,,,,,,,,,,,15.23,,,,,,,8.75,11.12
rock.00053.wav,,,10.3,,,,,,,,,,7.01,,,,,,,,10.43,,,
rock.00054.wav,,6.93,8.63,,,,,,,,,,,,,,,,,,9.49,,,
rock.00055.wav,,,11.21,,,10.73,,,,,,,9.46,,,,,,,,,,,
rock.00056.wav,,,,9.0,10.91,,,,,,,,,,,,8.22,,,,,,,
rock.00057.wav,8.96,,7.42,,,7.18,,,,,,,,,,,,,,,,,,
rock.00058.wav,8.93,,10.25,,,,,,,,,,,,,,,,,,10.65,,,
rock.00059.wav,8.67,,7.0,8.01,,,,,,,,,,,,,,,,,,,,
rock.00060.wav,,,7.66,,,8.9,,,,,,,7.37,,,,,,,,,,,
rock.00061.wav,,,6.65,,,9.08,,,,,,,,,,,7.69,,,,,,,
rock.00062.wav,,,,,,,,,,,,,,,,7.27,,,8.75,7.54,,,,
rock.00063.wav,,,9.74,,,,,,,,,,,8.12,,,,,,,10.46,,,
rock.00064.wav,6.88,7.25,7.25,,,,,,,,,,,,,,,,,,,,,
rock.00065.wav,,,,,,,,,7.98,,,,,8.12,,,,,,10.68,,,,
rock.00066.wav,8.84,6.84,,,,,,,,,8.15,,,,,,,,,,,,,
rock.00067.wav,,,,,,,,,,,10.01,8.85,,,,,,8.88,,,,,,
rock.00068.wav,,,,,,,,9.16,,,,,11.11,7.53,,,,,,,,,,
rock.00069.wav,,,,7.91,,9.0,,,,,,,,,,,8.08,,,,,,,
rock.00070.wav,,,,,,10.5,,,,,7.6,,,,,,10.34,,,,,,,
rock.00071.wav,,,,,,,,,,,,,,,10.5,,,,,8.6,,10.87,,
rock.00072.wav,11.02,10.25,,,,,,,,,,9.31,,,,,,,,,,,,
rock.00073.wav,,7.14,7.22,,,,,,,,,,9.12,,,,,,,,,,,
rock.00074.wav,,8.08,,,,9.51,,,,,8.06,,,,,,,,,,,,,
rock.00075.wav,,,,,9.11,9.33,,,,,,,,,,,9.85,,,,,,,
rock.00076.wav,,,,,8.05,8.75,,,,,,,,,,,11.16,,,,,,,
rock.00077.wav,7.67,,,7.72,,,,,,,7.5,,,,,,,,,,,,,
rock.00078.wav,8.55,,8.59,,,,,,,,,,,,,,,,,,9.23,,,
rock.00079.wav,11.99,8.75,,8.65,,,,,,,,,,,,,,,,,,,,
rock.00080.wav,,,,,,,,7.8,6.8,,,,,,,,,,,,,,8.63,
rock.00081.wav,,,,,,,,,,,,,,,,8.27,,,,,,,11.44,10.92
rock.00082.wav,,,9.38,,,,,,,,,,12.26,9.36,,,,,,,,,,
