id,keys,key,filepath,album_cover_path,genre,tempo,title,artist,loudness,x_umap,y_umap,z_umap,x_tsne,y_tsne,z_tsne
530,"{'A# minor': 9.26, 'A major': 7.91, 'D minor': 7.82}",A# minor,data/gtzan/genres/jazz/jazz.00030.wav,data/gtzan/images/jazz/jazz.00030_cover.jpg,jazz,215.33203125,Gilligan's Isle (Album Version),Branford Marsalis Trio,-45.14,6.540038,5.8267775,5.081253,15.896229,-5.939625,-26.693207
531,"{'A minor': 9.39, 'G# minor': 8.23, 'F major': 7.78}",A minor,data/gtzan/genres/jazz/jazz.00031.wav,data/gtzan/images/jazz/jazz.00031_cover.jpg,jazz,112.34714673913044,Dewey Baby (Album Version),Branford Marsalis Trio,-42.6,7.09343,5.4153438,6.2758665,-25.384806,-24.140545,25.788994
532,"{'D major': 9.82, 'G major': 8.84, 'F# minor': 8.65}",D major,data/gtzan/genres/jazz/jazz.00032.wav,data/gtzan/images/jazz/jazz.00032_cover.jpg,jazz,129.19921875,Beat's Remark (Album Version),Branford Marsalis Trio,-50.95,8.195893,5.63983,5.722901,13.059987,-33.470543,-15.254712
533,"{'A major': 9.71, 'A# major': 9.2, 'D# major': 7.91}",A major,data/gtzan/genres/jazz/jazz.00033.wav,data/gtzan/images/jazz/jazz.00033_cover.jpg,jazz,95.703125,Body and Soul,Coleman Hawkins & His Orchestra,-51.1,8.207145,5.6540904,4.9332166,4.847296,42.63695,-42.198475
534,"{'F minor': 12.36, 'G# major': 10.55, 'G# minor': 10.07}",F minor,data/gtzan/genres/jazz/jazz.00034.wav,data/gtzan/images/jazz/jazz.00034_cover.jpg,jazz,95.703125,Dinah (1992 Remastered - Take 1),Lionel Hampton & his Orchestra,-42.4,5.599566,6.4181337,4.7730193,-6.994673,14.684776,-24.517899
535,"{'C major': 8.65, 'A minor': 8.08, 'G major': 6.96}",C major,data/gtzan/genres/jazz/jazz.00035.wav,data/gtzan/images/jazz/jazz.00035_cover.jpg,jazz,71.77734375,April In Paris (1995 Remastered),Coleman Hawkins & His Orchestra,-49.26,5.9345512,4.918854,5.040583,46.216293,19.355015,-23.84781
536,"{'A# major': 10.77, 'D minor': 7.76, 'A# minor': 7.66}",A# major,data/gtzan/genres/jazz/jazz.00036.wav,data/gtzan/images/jazz/jazz.00036_cover.jpg,jazz,123.046875,Sugar Foot Stomp (1995 Remastered - Take 1),Coleman Hawkins,-46.46,6.1914406,6.19324,3.875921,40.1715,17.293417,15.277574
537,"{'A# minor': 9.51, 'A# major': 7.23, 'C# major': 7.22}",A# minor,data/gtzan/genres/jazz/jazz.00037.wav,data/gtzan/images/jazz/jazz.00037_cover.jpg,jazz,95.703125,I've Got the World on a String (1991 Remastered),"Henry ""Red"" Allen",-50.54,7.9564495,5.445707,4.9602575,-11.99681,-9.264876,-34.13849
538,"{'F minor': 12.15, 'C# major': 9.21, 'G# major': 7.84}",F minor,data/gtzan/genres/jazz/jazz.00038.wav,data/gtzan/images/jazz/jazz.00038_cover.jpg,jazz,151.99908088235293,Under Paris Skies,Coleman Hawkins,-43.62,7.5209374,5.3938103,6.5033484,-22.64653,-21.270668,-8.266516
539,"{'G# major': 8.09, 'D# major': 7.83, 'D# minor': 7.47}",G# major,data/gtzan/genres/jazz/jazz.00039.wav,data/gtzan/images/jazz/jazz.00039_cover.jpg,jazz,99.38401442307692,When Lights Are Low (1995 Remastered  - Take 1),Coleman Hawkins,-49.76,6.5764217,4.904706,6.34644,15.450518,-46.741276,-10.316692
540,"{'G# major': 10.49, 'C minor': 9.2, 'G# minor': 8.51}",G# major,data/gtzan/genres/jazz/jazz.00040.wav,data/gtzan/images/jazz/jazz.00040_cover.jpg,jazz,99.38401442307692,She's Funny That Way,Coleman Hawkins,-48.11,7.45302,5.9961452,4.9174504,-2.6394446,43.875145,-32.32067
541,"{'D# major': 9.33, 'A# major': 8.57, 'A# minor': 8.24}",D# major,data/gtzan/genres/jazz/jazz.00041.wav,data/gtzan/images/jazz/jazz.00041_cover.jpg,jazz,95.703125,My Blue Heaven (1995 Remastered),Coleman Hawkins' All Star Octet,-45.26,6.639844,5.201475,4.544649,-19.42105,18.927166,-14.380678
542,"{'B major': 11.87, 'F# major': 8.41, 'D# minor': 8.04}",B major,data/gtzan/genres/jazz/jazz.00042.wav,data/gtzan/images/jazz/jazz.00042_cover.jpg,jazz,73.828125,Say It Isn't So (1995 Remastered),Coleman Hawkins' 52nd Street All-Stars,-49.44,7.46434,5.5418296,5.748443,11.076638,-24.199242,20.490578
543,"{'G# major': 10.66, 'F minor': 8.87, 'C# major': 8.68}",G# major,data/gtzan/genres/jazz/jazz.00043.wav,data/gtzan/images/jazz/jazz.00043_cover.jpg,jazz,151.99908088235293,I Love Paris (1995 Remastered),Manny Albam & His Orchestra,-42.77,5.5598526,6.1784987,5.4989896,33.89053,5.9127083,10.280134
544,"{'D minor': 11.2, 'D major': 8.09, 'G minor': 7.64}",D minor,data/gtzan/genres/jazz/jazz.00044.wav,data/gtzan/images/jazz/jazz.00044_cover.jpg,jazz,103.359375,Sweet Lorraine (1991 Remastered),"Henry ""Red"" Allen",-49.63,6.7094526,6.466455,4.3994937,22.68485,-3.1561322,5.4357924
545,"{'C minor': 9.19, 'C major': 8.95, 'F minor': 8.16}",C minor,data/gtzan/genres/jazz/jazz.00045.wav,data/gtzan/images/jazz/jazz.00045_cover.jpg,jazz,73.828125,How Strange (Remastered),Coleman Hawkins & His Orchestra,-48.45,6.738498,5.5155087,5.4680343,-7.0241466,3.829315,-11.751633
546,"{'A# major': 9.08, 'D# major': 8.47, 'A# minor': 8.18}",A# major,data/gtzan/genres/jazz/jazz.00046.wav,data/gtzan/images/jazz/jazz.00046_cover.jpg,jazz,107.666015625,Spotlite,Coleman Hawkins,-50.58,5.7793818,4.9559813,5.595996,-33.886597,25.012346,4.0302067
547,"{'A minor': 11.15, 'F major': 9.41, 'A# major': 7.14}",A minor,data/gtzan/genres/jazz/jazz.00047.wav,data/gtzan/images/jazz/jazz.00047_cover.jpg,jazz,69.83741554054055,Evidence,Mal Waldron,-41.06,6.616918,5.7164416,4.0887465,20.640957,4.1282873,-32.61788
548,"{'G major': 9.64, 'D major': 8.8, 'D minor': 8.49}",G major,data/gtzan/genres/jazz/jazz.00048.wav,data/gtzan/images/jazz/jazz.00048_cover.jpg,jazz,129.19921875,Let's Call This,Mal Waldron,-43.29,6.739389,6.024323,5.372252,12.623429,-3.360975,-23.395891
549,"{'D minor': 9.58, 'F major': 9.1, 'A minor': 7.72}",D minor,data/gtzan/genres/jazz/jazz.00049.wav,data/gtzan/images/jazz/jazz.00049_cover.jpg,jazz,184.5703125,April in Paris,Sarah Vaughan,-48.67,6.2452054,5.8211446,4.4091644,9.56511,-58.40702,-4.7431345
550,"{'G major': 10.92, 'G minor': 9.71, 'D major': 9.07}",G major,data/gtzan/genres/jazz/jazz.00050.wav,data/gtzan/images/jazz/jazz.00050_cover.jpg,jazz,151.99908088235293,,,-36.21,7.012239,6.2323985,5.16741,13.339889,13.435192,42.848183
551,"{'A major': 9.71, 'A# major': 9.23, 'D# major': 7.89}",A major,data/gtzan/genres/jazz/jazz.00051.wav,data/gtzan/images/jazz/jazz.00051_cover.jpg,jazz,95.703125,Body and Soul,Coleman Hawkins & His Orchestra,-51.02,6.129057,4.5542517,6.186291,1.5451427,43.90514,17.80019
552,"{'C major': 9.53, 'A minor': 8.71, 'D minor': 8.31}",C major,data/gtzan/genres/jazz/jazz.00052.wav,data/gtzan/images/jazz/jazz.00052_cover.jpg,jazz,107.666015625,Dear Rudy,Terell Stafford,-41.81,7.195242,5.846032,4.7028766,-40.364956,-16.929432,-2.250894
553,"{'F minor': 12.36, 'G# major': 10.55, 'G# minor': 10.07}",F minor,data/gtzan/genres/jazz/jazz.00053.wav,data/gtzan/images/jazz/jazz.00053_cover.jpg,jazz,95.703125,Dinah (1992 Remastered - Take 1),Lionel Hampton & his Orchestra,-41.93,8.097709,4.921245,4.3816557,15.76433,-31.22696,39.42098
554,{},,data/gtzan/genres/jazz/jazz.00054.wav,data/gtzan/images/jazz/jazz.00054_cover.jpg,jazz,161.4990234375,,,,6.657236,6.2275577,3.800264,51.853043,22.049805,15.961779
555,"{'C major': 8.65, 'A minor': 8.08, 'G major': 6.96}",C major,data/gtzan/genres/jazz/jazz.00055.wav,data/gtzan/images/jazz/jazz.00055_cover.jpg,jazz,71.77734375,April In Paris (1995 Remastered),Coleman Hawkins & His Orchestra,-49.12,6.3883805,5.6739526,3.9241083,-15.500084,43.87332,35.150208
556,"{'D major': 11.66, 'D minor': 10.52, 'A major': 8.55}",D major,data/gtzan/genres/jazz/jazz.00056.wav,data/gtzan/images/jazz/jazz.00056_cover.jpg,jazz,123.046875,For Adults Only (feat. Don Braden & Bruce Cox),Joris Teepe,-36.96,6.70986,7.034799,5.7368503,11.201688,2.5254464,-4.958354
557,"{'G# major': 9.24, 'C minor': 7.96, 'D# major': 7.31}",G# major,data/gtzan/genres/jazz/jazz.00057.wav,data/gtzan/images/jazz/jazz.00057_cover.jpg,jazz,95.703125,There Will Never Be Another You (Remastered),Billy Byers and His Orchestra,-52.07,7.471052,5.9973564,5.229517,38.078697,-4.3339534,11.987745
558,"{'A# major': 10.77, 'D minor': 7.76, 'A# minor': 7.66}",A# major,data/gtzan/genres/jazz/jazz.00058.wav,data/gtzan/images/jazz/jazz.00058_cover.jpg,jazz,123.046875,Sugar Foot Stomp (1995 Remastered - Take 1),Coleman Hawkins,-45.91,7.4227295,5.515176,4.4618835,25.038282,-54.926525,-3.2956636
559,"{'C minor': 9.25, 'D# major': 9.23, 'G minor': 8.71}",C minor,data/gtzan/genres/jazz/jazz.00059.wav,data/gtzan/images/jazz/jazz.00059_cover.jpg,jazz,107.666015625,Georgia,Charles Lloyd,-50.0,7.9505973,6.6468945,5.3462834,-3.9883192,24.67691,35.25354
560,"{'A# minor': 9.51, 'A# major': 7.23, 'C# major': 7.22}",A# minor,data/gtzan/genres/jazz/jazz.00060.wav,data/gtzan/images/jazz/jazz.00060_cover.jpg,jazz,95.703125,I've Got the World on a String (1991 Remastered),"Henry ""Red"" Allen",-49.83,6.5379157,6.683948,6.492998,-4.554612,5.0242743,-21.902878
561,"{'C minor': 9.8, 'G major': 8.92, 'G# major': 8.53}",C minor,data/gtzan/genres/jazz/jazz.00061.wav,data/gtzan/images/jazz/jazz.00061_cover.jpg,jazz,172.265625,You're Looking At Me,Johnny O'Neal,-35.65,7.1126823,6.9584975,5.719507,-5.091426,-11.852058,-13.03645
562,"{'F minor': 12.15, 'C# major': 9.21, 'G# major': 7.84}",F minor,data/gtzan/genres/jazz/jazz.00062.wav,data/gtzan/images/jazz/jazz.00062_cover.jpg,jazz,151.99908088235293,Under Paris Skies,Coleman Hawkins,-42.6,5.202432,5.944483,6.1567793,29.643082,22.089767,44.57042
563,"{'C minor': 9.51, 'G# major': 8.28, 'F minor': 7.85}",C minor,data/gtzan/genres/jazz/jazz.00063.wav,data/gtzan/images/jazz/jazz.00063_cover.jpg,jazz,123.046875,I'll Never Be The Same,Sun Ra Arkestra,-34.02,6.5434766,6.822304,4.857515,44.753582,1.9417622,-21.855394
564,"{'G major': 9.79, 'C major': 8.89, 'D minor': 8.72}",G major,data/gtzan/genres/jazz/jazz.00064.wav,data/gtzan/images/jazz/jazz.00064_cover.jpg,jazz,99.38401442307692,Jeepers Creepers,Lester Young,-37.7,5.145007,5.4853935,5.169515,-2.270471,8.092208,37.93821
565,"{'G# major': 8.09, 'D# major': 7.83, 'D# minor': 7.47}",G# major,data/gtzan/genres/jazz/jazz.00065.wav,data/gtzan/images/jazz/jazz.00065_cover.jpg,jazz,99.38401442307692,When Lights Are Low (1995 Remastered  - Take 1),Coleman Hawkins,-49.62,6.365855,4.621922,5.6074486,32.4267,-26.004114,30.850302
566,"{'D# major': 8.36, 'G minor': 7.96, 'C minor': 7.94}",D# major,data/gtzan/genres/jazz/jazz.00066.wav,data/gtzan/images/jazz/jazz.00066_cover.jpg,jazz,129.19921875,,,-39.56,7.531377,6.289087,6.6595592,-25.964384,32.829582,-26.658922
567,"{'G# major': 10.49, 'C minor': 9.18, 'G# minor': 8.57}",G# major,data/gtzan/genres/jazz/jazz.00067.wav,data/gtzan/images/jazz/jazz.00067_cover.jpg,jazz,99.38401442307692,She's Funny That Way,Coleman Hawkins,-47.89,7.596095,6.0236783,5.7327604,3.7188053,-38.53522,-13.699346
568,"{'B major': 11.87, 'F# major': 8.41, 'D# minor': 8.03}",B major,data/gtzan/genres/jazz/jazz.00068.wav,data/gtzan/images/jazz/jazz.00068_cover.jpg,jazz,73.828125,Say It Isn't So (1995 Remastered),Coleman Hawkins' 52nd Street All-Stars,-49.23,6.19013,3.845898,5.716771,22.923021,-42.562527,-2.0410764
569,"{'G# major': 10.66, 'F minor': 8.87, 'C# major': 8.68}",G# major,data/gtzan/genres/jazz/jazz.00069.wav,data/gtzan/images/jazz/jazz.00069_cover.jpg,jazz,151.99908088235293,I Love Paris (1995 Remastered),Manny Albam & His Orchestra,-41.53,6.1587925,6.8583784,6.041362,-38.189003,7.242804,28.060379
570,"{'D minor': 11.2, 'D major': 8.09, 'G minor': 7.64}",D minor,data/gtzan/genres/jazz/jazz.00070.wav,data/gtzan/images/jazz/jazz.00070_cover.jpg,jazz,103.359375,Sweet Lorraine (1991 Remastered),"Henry ""Red"" Allen",-48.83,7.2413774,5.604925,4.6356378,-8.593851,-3.0562835,-16.08583
571,"{'C minor': 9.19, 'C major': 8.95, 'F minor': 8.16}",C minor,data/gtzan/genres/jazz/jazz.00071.wav,data/gtzan/images/jazz/jazz.00071_cover.jpg,jazz,151.99908088235293,How Strange (Remastered),Coleman Hawkins & His Orchestra,-48.19,7.29303,5.038231,5.005855,2.5767727,18.804224,-42.08942
572,"{'A# major': 9.38, 'D# major': 8.43, 'A# minor': 8.41}",A# major,data/gtzan/genres/jazz/jazz.00072.wav,data/gtzan/images/jazz/jazz.00072_cover.jpg,jazz,107.666015625,Spotlite,Coleman Hawkins,-50.46,7.7683887,6.8172407,4.5893636,2.7828333,48.433468,35.35062
573,"{'C major': 9.78, 'C minor': 9.08, 'A minor': 8.86}",C major,data/gtzan/genres/jazz/jazz.00073.wav,data/gtzan/images/jazz/jazz.00073_cover.jpg,jazz,112.34714673913044,Scrapple from the Apple,Dexter Gordon,-40.47,5.2382994,5.3491483,5.6475005,5.5487666,3.4926994,43.057373
574,"{'G major': 9.29, 'E minor': 9.01, 'C major': 8.27}",G major,data/gtzan/genres/jazz/jazz.00074.wav,data/gtzan/images/jazz/jazz.00074_cover.jpg,jazz,83.35433467741936,Willow Weep For Me,Dexter Gordon,-47.16,7.6135545,6.5297976,5.5025196,-17.69881,-22.22144,11.868434
575,"{'F minor': 8.66, 'G# major': 8.18, 'C minor': 7.25}",F minor,data/gtzan/genres/jazz/jazz.00075.wav,data/gtzan/images/jazz/jazz.00075_cover.jpg,jazz,103.359375,Broadway,Dexter Gordon,-39.7,5.716178,5.289001,6.1184316,37.81176,-12.030798,24.124426
576,"{'C major': 9.75, 'A minor': 9.19, 'C minor': 9.16}",C major,data/gtzan/genres/jazz/jazz.00076.wav,data/gtzan/images/jazz/jazz.00076_cover.jpg,jazz,117.45383522727272,Stairway To The Stars,Dexter Gordon,-45.16,6.5569124,4.489712,6.461338,-40.200558,-34.73958,-4.0777736
577,"{'D minor': 9.79, 'F major': 9.2, 'A minor': 8.37}",D minor,data/gtzan/genres/jazz/jazz.00077.wav,data/gtzan/images/jazz/jazz.00077_cover.jpg,jazz,184.5703125,A Night In Tunisia (Rudy Van Gelder Edition; 2003 Remastered Version),Dexter Gordon,-36.04,8.037282,5.736384,5.298473,-28.1104,9.0008955,-7.669967
578,"{'A minor': 9.93, 'D minor': 9.41, 'F major': 9.08}",A minor,data/gtzan/genres/jazz/jazz.00078.wav,data/gtzan/images/jazz/jazz.00078_cover.jpg,jazz,80.74951171875,Our Love Is Here to Stay,Dexter Gordon,-45.22,7.56364,5.5595784,5.0795155,0.28865764,23.621046,-54.154144
579,"{'E major': 8.47, 'A major': 7.11, 'A minor': 7.07}",E major,data/gtzan/genres/jazz/jazz.00079.wav,data/gtzan/images/jazz/jazz.00079_cover.jpg,jazz,107.666015625,Sister Cheryl,Tony Williams,-40.17,7.7149873,5.4858837,5.360458,-30.417324,-13.25232,40.056828
580,"{'D minor': 10.6, 'D major': 9.31, 'A minor': 8.81}",D minor,data/gtzan/genres/jazz/jazz.00080.wav,data/gtzan/images/jazz/jazz.00080_cover.jpg,jazz,135.99917763157896,Life Of The Party,Tony Williams,-34.35,7.1803136,6.779466,4.77501,-6.07891,2.4547672,-52.563053
581,"{'D minor': 13.65, 'D major': 11.7, 'B minor': 8.63}",D minor,data/gtzan/genres/jazz/jazz.00081.wav,data/gtzan/images/jazz/jazz.00081_cover.jpg,jazz,117.45383522727272,Geo Rose,Tony Williams,-42.83,7.8506017,4.486069,5.551383,-4.5217338,7.105361,-32.660305
582,"{'G major': 9.94, 'C major': 6.63, 'D major': 6.45}",G major,data/gtzan/genres/jazz/jazz.00082.wav,data/gtzan/images/jazz/jazz.00082_cover.jpg,jazz,99.38401442307692,The Slump,Tony Williams,-39.09,7.041942,6.8345685,4.7491107,16.523117,-2.335762,12.794022
583,"{'E minor': 8.87, 'D minor': 8.66, 'D major': 8.4}",E minor,data/gtzan/genres/jazz/jazz.00083.wav,data/gtzan/images/jazz/jazz.00083_cover.jpg,jazz,107.666015625,Red Mask,Tony Williams,-35.66,6.127513,4.8761363,6.3539305,-43.0003,-31.066236,17.078117
584,"{'C minor': 11.77, 'C major': 8.72, 'C# minor': 8.52}",C minor,data/gtzan/genres/jazz/jazz.00084.wav,data/gtzan/images/jazz/jazz.00084_cover.jpg,jazz,123.046875,Juicy Fruit,Tony Williams,-37.08,5.060177,5.002406,5.5463223,-25.493938,-36.675655,-22.326557
585,"{'D# minor': 9.09, 'F minor': 9.07, 'F# major': 8.63}",D# minor,data/gtzan/genres/jazz/jazz.00085.wav,data/gtzan/images/jazz/jazz.00085_cover.jpg,jazz,80.74951171875,Crystal Palace,Tony Williams,-37.39,5.9444113,5.066246,5.3366985,0.28555512,2.8676627,1.7014158
586,"{'G major': 10.82, 'C major': 8.1, 'C minor': 7.81}",G major,data/gtzan/genres/jazz/jazz.00086.wav,data/gtzan/images/jazz/jazz.00086_cover.jpg,jazz,135.99917763157896,Blackbird,Tony Williams,-34.83,7.4682794,4.366575,4.4944015,-2.6880617,5.8777356,53.462414
587,"{'D minor': 11.65, 'D major': 10.95, 'A major': 8.27}",D minor,data/gtzan/genres/jazz/jazz.00087.wav,data/gtzan/images/jazz/jazz.00087_cover.jpg,jazz,135.99917763157896,So What,Miles Davis Sextet,-59.06,6.522891,6.869853,6.375021,-35.075138,22.733313,-40.00759
588,"{'G# major': 8.8, 'F minor': 8.45, 'G minor': 7.38}",G# major,data/gtzan/genres/jazz/jazz.00088.wav,data/gtzan/images/jazz/jazz.00088_cover.jpg,jazz,129.19921875,Freddie Freeloader,Miles Davis,-45.45,7.6421485,4.696655,4.5295634,16.5326,58.67161,3.196157
589,"{'A minor': 8.91, 'D minor': 8.71, 'D major': 8.52}",A minor,data/gtzan/genres/jazz/jazz.00089.wav,data/gtzan/images/jazz/jazz.00089_cover.jpg,jazz,54.978390957446805,Blue in Green,Miles Davis,-56.84,6.2852755,6.7333956,5.1472483,-6.138882,8.791207,26.323984
590,"{'D minor': 14.53, 'F major': 9.45, 'D major': 7.29}",D minor,data/gtzan/genres/jazz/jazz.00090.wav,data/gtzan/images/jazz/jazz.00090_cover.jpg,jazz,135.99917763157896,All Blues,Miles Davis,-43.09,6.09625,4.8931465,5.977502,15.277853,-11.805369,-40.280403
591,"{'A# minor': 8.5, 'G# minor': 8.31, 'D# minor': 7.32}",A# minor,data/gtzan/genres/jazz/jazz.00091.wav,data/gtzan/images/jazz/jazz.00091_cover.jpg,jazz,112.34714673913044,Flamenco Sketches,Miles Davis,-48.65,6.811596,7.2002597,4.6568923,-11.807015,29.07215,-51.296223
592,"{'C minor': 10.97, 'C major': 9.37, 'G major': 9.2}",C minor,data/gtzan/genres/jazz/jazz.00092.wav,data/gtzan/images/jazz/jazz.00092_cover.jpg,jazz,117.45383522727272,Flamenco Sketches,Miles Davis,-52.91,6.2507467,6.786732,5.86501,11.824966,7.493012,-9.429646
593,"{'C minor': 8.95, 'D# major': 8.13, 'G# major': 7.55}",C minor,data/gtzan/genres/jazz/jazz.00093.wav,data/gtzan/images/jazz/jazz.00093_cover.jpg,jazz,83.35433467741936,Brazilian Affair,Bob Mintzer,-38.45,7.570989,5.7525396,4.607422,0.5363593,-48.377018,-19.459873
594,"{'C major': 9.29, 'G major': 8.48, 'E minor': 8.13}",C major,data/gtzan/genres/jazz/jazz.00094.wav,data/gtzan/images/jazz/jazz.00094_cover.jpg,jazz,123.046875,Miles Ahead,Joe Henderson,-57.46,6.0238743,5.187141,6.6065426,-29.740602,-37.077938,-0.959375
595,"{'G major': 8.5, 'C major': 7.91, 'C minor': 7.46}",G major,data/gtzan/genres/jazz/jazz.00095.wav,data/gtzan/images/jazz/jazz.00095_cover.jpg,jazz,117.45383522727272,Joshua,Joe Henderson,-48.29,6.059697,4.446437,4.5697947,-2.6429307,17.393927,7.7051015
596,"{'A# major': 9.4, 'A# minor': 9.12, 'D# major': 7.5}",A# major,data/gtzan/genres/jazz/jazz.00096.wav,data/gtzan/images/jazz/jazz.00096_cover.jpg,jazz,135.99917763157896,Pfrancing (No Blues),Joe Henderson,-51.66,7.094056,6.0475583,6.073128,-21.67784,-36.674023,-37.766605
597,"{'G# major': 11.91, 'G# minor': 9.88, 'D# major': 8.76}",G# major,data/gtzan/genres/jazz/jazz.00097.wav,data/gtzan/images/jazz/jazz.00097_cover.jpg,jazz,86.1328125,Flamenco Sketches,Joe Henderson,-61.86,6.929975,4.4888625,4.1240134,-2.7725327,33.511017,6.7118807
598,"{'C major': 10.52, 'G major': 9.56, 'C minor': 9.03}",C major,data/gtzan/genres/jazz/jazz.00098.wav,data/gtzan/images/jazz/jazz.00098_cover.jpg,jazz,80.74951171875,Milestones,Joe Henderson,-45.52,6.776865,6.203302,3.7505612,52.40944,8.123377,2.6749759
599,"{'C minor': 8.69, 'F minor': 8.56, 'G# major': 7.66}",C minor,data/gtzan/genres/jazz/jazz.00099.wav,data/gtzan/images/jazz/jazz.00099_cover.jpg,jazz,135.99917763157896,Teo,Joe Henderson,-53.55,6.6163526,5.8817396,4.084421,20.85029,0.14000838,-25.43097
600,"{'G minor': 8.26, 'A# major': 7.6, 'C minor': 6.95}",G minor,data/gtzan/genres/metal/metal.00000.wav,data/gtzan/images/metal/metal.00000_cover.jpg,metal,95.703125,Mindtraveller,Earl Falconer,-32.25,7.32267,5.4762177,3.8363128,46.4787,-26.796183,21.909285
601,"{'F# major': 10.76, 'A# minor': 8.92, 'C# major': 8.76}",F# major,data/gtzan/genres/metal/metal.00001.wav,data/gtzan/images/metal/metal.00001_cover.jpg,metal,78.30255681818181,Beyond the Black Hole - Original Version,Gamma Ray,-30.4,8.23988,5.8207045,5.068785,-21.867756,-38.804943,18.35733
602,"{'D major': 10.05, 'F# minor': 8.34, 'A major': 7.8}",D major,data/gtzan/genres/metal/metal.00002.wav,data/gtzan/images/metal/metal.00002_cover.jpg,metal,112.34714673913044,Flight Of Icarus,Iron Maiden,-31.0,4.8585086,5.280634,5.4250917,22.2445,31.21192,38.34396
603,"{'A minor': 14.3, 'A major': 9.91, 'F major': 8.23}",A minor,data/gtzan/genres/metal/metal.00003.wav,data/gtzan/images/metal/metal.00003_cover.jpg,metal,99.38401442307692,metal thrashing mad,Anthrax,-32.75,7.1676197,6.5990195,6.014593,-7.559567,-29.34205,-28.890945
604,"{'G minor': 10.79, 'D major': 9.54, 'D minor': 7.98}",G minor,data/gtzan/genres/metal/metal.00004.wav,data/gtzan/images/metal/metal.00004_cover.jpg,metal,135.99917763157896,Of Chaos and Eternal Night,Dark Tranquillity,-31.23,5.215505,4.480748,5.58492,-54.299656,-1.597773,-13.995831
605,"{'D major': 8.94, 'G major': 8.41, 'D minor': 8.04}",D major,data/gtzan/genres/metal/metal.00005.wav,data/gtzan/images/metal/metal.00005_cover.jpg,metal,151.99908088235293,Wasted Years,Iron Maiden,-37.23,5.7366147,5.9146957,5.143493,-32.410748,49.11164,8.737029
606,"{'C# major': 8.54, 'A# minor': 8.38, 'F# major': 8.35}",C# major,data/gtzan/genres/metal/metal.00006.wav,data/gtzan/images/metal/metal.00006_cover.jpg,metal,123.046875,Theatre of Pain (Remastered 2007),Blind Guardian,-31.94,6.727454,6.2117,4.4661536,-11.164009,15.627781,34.77421
607,"{'G major': 11.1, 'G minor': 8.74, 'D major': 7.39}",G major,data/gtzan/genres/metal/metal.00007.wav,data/gtzan/images/metal/metal.00007_cover.jpg,metal,151.99908088235293,Die by My Hand,Coroner,-33.09,7.059628,6.178078,6.107483,-19.509995,-36.219677,-30.285086
608,"{'F minor': 10.36, 'F major': 9.88, 'C major': 9.13}",F minor,data/gtzan/genres/metal/metal.00008.wav,data/gtzan/images/metal/metal.00008_cover.jpg,metal,117.45383522727272,Balls to the Wall,Accept,-38.02,5.928667,5.431289,5.032396,38.741447,0.8617495,16.68487
609,"{'G# minor': 13.01, 'B minor': 9.58, 'G# major': 9.28}",G# minor,data/gtzan/genres/metal/metal.00009.wav,data/gtzan/images/metal/metal.00009_cover.jpg,metal,112.34714673913044,,,-33.28,6.258472,6.4074645,5.6690607,38.43112,-8.046762,-28.25661
610,"{'G major': 7.64, 'E minor': 7.31, 'B minor': 6.83}",G major,data/gtzan/genres/metal/metal.00010.wav,data/gtzan/images/metal/metal.00010_cover.jpg,metal,184.5703125,My Faeryland Forgotten,Dark Tranquillity,-29.79,6.0864162,4.7837496,6.533948,-38.063038,-19.0921,17.609407
611,"{'G# minor': 8.62, 'B major': 7.64, 'C minor': 7.46}",G# minor,data/gtzan/genres/metal/metal.00011.wav,data/gtzan/images/metal/metal.00011_cover.jpg,metal,161.4990234375,,,-31.32,5.599177,5.1715274,6.1065164,-0.60199594,-4.3442087,-9.86205
612,"{'A minor': 13.31, 'C major': 9.37, 'F major': 9.15}",A minor,data/gtzan/genres/metal/metal.00012.wav,data/gtzan/images/metal/metal.00012_cover.jpg,metal,172.265625,"Away, Delight, Away",Dark Tranquillity,-30.63,6.585751,6.0708656,4.7153935,29.474804,6.450701,-0.4053615
613,"{'G minor': 11.08, 'D major': 8.83, 'D minor': 7.68}",G minor,data/gtzan/genres/metal/metal.00013.wav,data/gtzan/images/metal/metal.00013_cover.jpg,metal,135.99917763157896,Of Chaos and Eternal Night,Dark Tranquillity,-31.22,6.8990927,5.2390904,4.025858,13.548624,-56.168945,-23.178612
614,"{'E minor': 9.75, 'B minor': 9.24, 'G major': 9.07}",E minor,data/gtzan/genres/metal/metal.00014.wav,data/gtzan/images/metal/metal.00014_cover.jpg,metal,151.99908088235293,With the Flaming Shades of Fall,Dark Tranquillity,-33.31,5.8756237,6.4548864,4.5413876,39.151424,14.664072,4.277618
615,"{'E minor': 12.04, 'E major': 8.95, 'C major': 7.56}",E minor,data/gtzan/genres/metal/metal.00015.wav,data/gtzan/images/metal/metal.00015_cover.jpg,metal,172.265625,Nightfall by the Shore of Time,Dark Tranquillity,-32.05,6.7393856,5.20462,4.7493668,-18.270845,14.809171,-20.74544
616,"{'A# minor': 7.2, 'C# major': 7.17, 'C# minor': 7.15}",A# minor,data/gtzan/genres/metal/metal.00016.wav,data/gtzan/images/metal/metal.00016_cover.jpg,metal,92.28515625,Disciple,Slayer,-31.77,5.256753,5.437164,4.3359447,-17.405838,56.9145,8.904342
